3.337752141192881772e-01 -9.426526966171705491e-01
5.663657161451862709e-01 8.241540363156334426e-01
-9.171983310571745207e-01 -3.984309494830110543e-01
6.136706024631998213e-01 -7.895621518743495271e-01
6.670669204199838331e-01 7.449978011252107457e-01
8.887569150959612196e-02 9.960427257194799378e-01
-4.886704518978891021e-01 -8.724684461010110414e-01
-6.301910452755820069e-01 -7.764401113121792708e-01
-6.599182442000781634e-01 -7.513374148622481430e-01
-9.874073541851653424e-01 -1.581983467077056060e-01
3.177703772274678151e-01 9.481677000176249592e-01
-5.431633535763633613e-01 8.396270429968764049e-01
-8.891698882917700164e-01 -4.575772172597771803e-01
9.641064599851020267e-01 2.655159765720224163e-01
-1.233146644967439143e-01 -9.923676201489322057e-01
-9.053850574123016859e-01 4.245914481175087629e-01
9.955174365907021317e-01 -9.457818693481787053e-02
-3.332996222816379528e-01 9.428209595606779070e-01
-3.212079481086579369e-01 -9.470086874320772230e-01
-9.837085630653813473e-01 1.797705842228994044e-01
-7.646963225469314285e-01 -6.443908241767564160e-01
5.989420869682801074e-01 -8.007923429067496102e-01
8.959027035084338175e-01 4.442503189039702649e-01
-7.622038041201099901e-02 9.970909956517751693e-01
7.336795353511282869e-01 -6.794956507638238996e-01
8.165006702489979729e-01 5.773444859725752609e-01
-9.503756393346607378e-01 -3.111047157457355605e-01
9.989485137951394922e-01 -4.584612073536901977e-02
-8.788691453499745121e-01 -4.770629155067551697e-01
3.984889604606022262e-01 -9.171731289080751193e-01
-5.192766466032836536e-01 -8.546062042206623577e-01
9.668755072930651506e-01 2.552484150720194522e-01
9.991940782783104158e-01 -4.013968028718723630e-02
8.000215272830559776e-01 -5.999712958831334708e-01
1.919011512521590634e-01 -9.814142591933826543e-01
4.768109150414402975e-01 -8.790058880902587024e-01
-8.855281901904506203e-02 -9.960714824970045012e-01
7.293999746201510481e-01 -6.840874776109580058e-01
1.984135346624292529e-01 -9.801183955332952724e-01
5.664159693800711048e-01 8.241194996062369826e-01
-9.868026185350984303e-01 1.619277371307124014e-01
-8.549663930752625651e-01 5.186833973744249260e-01
-2.994035458256821269e-01 -9.541265727077349323e-01
-7.072158293882198077e-01 -7.069977161651460618e-01
-9.117650543183795087e-01 -4.107121689502303274e-01
-9.795142656151735183e-01 2.013747835662828833e-01
-2.801471017929675275e-02 -9.996075109829707372e-01
9.099392606955967189e-01 4.147415361942312639e-01
4.547679949490590068e-01 8.906099431120295673e-01
-8.184315145333521668e-01 -5.746040863226116180e-01
9.414246616882404606e-01 -3.372233775484462792e-01
1.043654402925664471e-01 -9.945390162645901810e-01
6.187646596649777342e-01 7.855764100007612827e-01
-9.601983913523147729e-01 -2.793189024116107255e-01
-5.657119833880943638e-01 -8.246029055558248277e-01
7.308717727464124347e-02 9.973255559334801568e-01
-4.455646848403999050e-01 8.952497481837541349e-01
-1.943775654097849304e-01 -9.809267873115530278e-01
-2.974491054628635167e-01 -9.547376758352748016e-01
-9.942904857826694309e-01 1.067072156982054182e-01
9.582402749038140266e-01 2.859642906942453933e-01
-7.159392083149158648e-01 6.981626243200158566e-01
-2.250435127114698564e-01 9.743487144685327728e-01
9.266233070004799011e-01 3.759910197378314445e-01
-4.591344904284686002e-02 9.989454215306209361e-01
-4.729684359571755259e-01 8.810793713328120003e-01
-4.237924009206266163e-02 9.991015964401314120e-01
3.012180715449601642e-01 -9.535552807125212693e-01
1.346264712493327673e-02 -9.999093744597005173e-01
-9.093362184169604401e-01 -4.160620649315941444e-01
9.939102198778906327e-01 -1.101928982388748479e-01
-5.047983513741272077e-01 -8.632372932455845138e-01
-5.965226217088934746e-01 -8.025962632541646657e-01
-4.175626574655043055e-01 -9.086481316166044042e-01
-8.417081010627580628e-01 -5.399328408286773184e-01
9.642953102237928897e-01 -2.648292934710944624e-01
-7.589103318633407674e-03 -9.999712023407569816e-01
3.062402740005734647e-01 9.519542502557849506e-01
-9.290448218511332401e-01 -3.699671863714348863e-01
9.816083485369371253e-01 -1.909058670721960338e-01
-3.622388560889022724e-01 -9.320853025015487514e-01
8.091228724663417360e-01 -5.876394959937734086e-01
7.620567088116489973e-01 -6.475102876056546553e-01
6.280445045356389255e-02 -9.980258518711956350e-01
-3.081621922245159073e-01 -9.513338337741281681e-01
-2.548394880995338285e-01 -9.669833686807480788e-01
9.737606191192059724e-01 -2.275747276227757521e-01
-3.681210540371940843e-01 -9.297778710931687840e-01
6.170058553709006910e-01 -7.869585595430188540e-01
4.804939209060886673e-01 -8.769980569945940996e-01
-2.951018738197470070e-01 9.554657942951564342e-01
-9.810238728996177882e-01 1.938869794520367007e-01
-6.410428925198112804e-01 -7.675050553252621421e-01
5.807609833069856675e-01 8.140741245539641069e-01
7.919208445447958322e-01 -6.106237597534650563e-01
